========================================================
       MARATHON 28,000,000 RUNS PERFORMANCE LOG         
========================================================
Run_Index	Scalar_ns	AVX2_ns	Speedup
4205	40708	36390	1.12x
4206	40619	35848	1.13x
4207	40580	35900	1.13x
4208	40570	36471	1.11x
4209	40611	36432	1.11x
4210	134599	42038	3.20x
4211	47475	42007	1.13x
4212	47388	56318	0.84x
4213	54868	35901	1.53x
4214	40703	36564	1.11x
4215	40605	36478	1.11x
4216	40671	36553	1.11x
4217	40633	36473	1.11x
4218	40559	35991	1.13x
4219	40648	36500	1.11x
4220	40606	36454	1.11x
4221	40660	35935	1.13x
4222	40669	36502	1.11x
4223	40702	36508	1.11x
4224	40635	35883	1.13x
4225	40581	35985	1.13x
4226	40642	35977	1.13x
4227	40601	35933	1.13x
4228	40668	35874	1.13x
4229	40622	35896	1.13x
4230	40616	35961	1.13x
4231	40562	36476	1.11x
4232	40664	36410	1.12x
4233	40624	36510	1.11x
4234	40609	36467	1.11x
4235	40703	36469	1.12x
4236	40670	35988	1.13x
4237	40673	36545	1.11x
4238	40648	35854	1.13x
4239	40673	35966	1.13x
4240	63116	41908	1.51x
4241	53829	41980	1.28x
4242	40657	36013	1.13x
4243	40607	36495	1.11x
4244	40649	36448	1.12x
4245	40678	35830	1.14x
4246	40603	35889	1.13x
4247	40607	36551	1.11x
4248	40611	35966	1.13x
4249	40590	49513	0.82x
4250	51707	51345	1.01x
4251	40669	36521	1.11x
4252	40579	36548	1.11x
4253	40665	36472	1.11x
4254	40598	36577	1.11x
4255	40649	35950	1.13x
4256	40615	35917	1.13x
4257	40609	36523	1.11x
4258	40653	35927	1.13x
4259	40615	36478	1.11x
4260	40586	35876	1.13x
4261	40629	36516	1.11x
4262	40682	35973	1.13x
4263	40631	35926	1.13x
4264	40621	35987	1.13x
4265	40625	36496	1.11x
4266	40593	36499	1.11x
4267	40643	36521	1.11x
4268	40623	36436	1.11x
4269	40607	36501	1.11x
4270	40614	35895	1.13x
4271	40642	35880	1.13x
4272	40653	35978	1.13x
4273	40607	36466	1.11x
4274	40629	36409	1.12x
4275	40571	36375	1.12x
4276	40660	36471	1.11x
4277	40613	36434	1.11x
4278	40601	36478	1.11x
4279	40624	36504	1.11x
4280	40612	36479	1.11x
4281	40621	36454	1.11x
4282	40635	35939	1.13x
4283	40633	35859	1.13x
4284	40569	35938	1.13x
4285	40589	35897	1.13x
4286	40590	35901	1.13x
4287	60835	41921	1.45x
4288	85565	54181	1.58x
4289	40667	35921	1.13x
4290	64703	42064	1.54x
4291	59810	35952	1.66x
4292	40614	36617	1.11x
4293	40630	35911	1.13x
4294	40571	36591	1.11x
4295	40509	35946	1.13x
4296	40644	59495	0.68x
4297	47395	41972	1.13x
4298	47413	54570	0.87x
4299	39853	35388	1.13x
4300	39851	35463	1.12x
4301	39833	36058	1.10x
4302	39882	35352	1.13x
4303	39855	36005	1.11x
4304	39837	36019	1.11x
4305	39808	35312	1.13x
4306	39831	35347	1.13x
4307	39876	35996	1.11x
4308	39830	35433	1.12x
4309	39861	35964	1.11x
4310	39800	35953	1.11x
4311	39886	36007	1.11x
4312	39812	35336	1.13x
4313	39816	36030	1.11x
4314	39785	36027	1.10x
4315	39882	56567	0.71x
4316	47385	41966	1.13x
4317	60394	49873	1.21x
4318	40648	36580	1.11x
4319	40570	35972	1.13x
4320	40631	36530	1.11x
4321	40615	36544	1.11x
4322	40650	36520	1.11x
4323	40653	36431	1.12x
4324	40615	36497	1.11x
4325	40617	36584	1.11x
4326	40608	36505	1.11x
4327	40668	35995	1.13x
4328	40582	36518	1.11x
4329	40622	36446	1.11x
4330	40617	36511	1.11x
4331	40580	35821	1.13x
4332	40591	35897	1.13x
4333	40650	36513	1.11x
4334	71308	51324	1.39x
4335	40616	36579	1.11x
4336	40633	36490	1.11x
4337	40660	37020	1.10x
4338	42520	36097	1.18x
4339	40606	36531	1.11x
4340	40611	36530	1.11x
4341	40591	36535	1.11x
4342	40627	36520	1.11x
4343	40575	36567	1.11x
4344	40611	35933	1.13x
4345	40622	36514	1.11x
4346	40618	35885	1.13x
4347	40583	35899	1.13x
4348	40590	36469	1.11x
4349	40608	35980	1.13x
4350	40627	35986	1.13x
4351	40654	35950	1.13x
4352	40624	35900	1.13x
4353	40626	36458	1.11x
4354	40598	36464	1.11x
4355	40591	36435	1.11x
4356	40580	35918	1.13x
4357	40617	35965	1.13x
4358	40626	36536	1.11x
4359	40668	36493	1.11x
4360	40608	36541	1.11x
4361	40688	35869	1.13x
4362	40506	36556	1.11x
4363	40566	36549	1.11x
4364	40562	36572	1.11x
4365	40637	35893	1.13x
4366	40653	35955	1.13x
4367	40623	36505	1.11x
4368	40614	36535	1.11x
4369	40545	36552	1.11x
4370	40636	36498	1.11x
4371	40607	35989	1.13x
4372	40644	36001	1.13x
4373	40618	35994	1.13x
4374	40644	36546	1.11x
4375	40674	36467	1.12x
4376	40591	36473	1.11x
4377	40550	35968	1.13x
4378	40620	35907	1.13x
4379	40642	35824	1.13x
4380	60469	41844	1.45x
4381	47445	51705	0.92x
4382	59351	35984	1.65x
4383	40577	36521	1.11x
4384	40569	36446	1.11x
4385	40684	36021	1.13x
4386	40608	36491	1.11x
4387	40650	48285	0.84x
4388	40679	35942	1.13x
4389	40647	36573	1.11x
4390	40581	36529	1.11x
4391	40606	36613	1.11x
4392	40644	36542	1.11x
4393	40680	36502	1.11x
4394	40632	35876	1.13x
4395	40651	36505	1.11x
4396	40638	35896	1.13x
4397	40588	36552	1.11x
4398	61233	41892	1.46x
4399	47424	42571	1.11x
4400	47390	42681	1.11x
4401	74994	41876	1.79x
4402	47430	42620	1.11x
4403	47421	42512	1.12x
4404	47384	41830	1.13x
4405	47354	42632	1.11x
4406	47412	41810	1.13x
4407	53509	78568	0.68x
4408	52455	63822	0.82x
4409	68557	38856	1.76x
4410	43825	38699	1.13x
4411	43717	38762	1.13x
4412	43765	38591	1.13x
4413	43736	38638	1.13x
4414	43761	38702	1.13x
4415	43775	38682	1.13x
4416	43728	39385	1.11x
4417	43692	39259	1.11x
4418	43790	39253	1.12x
4419	43737	39286	1.11x
4420	43715	38682	1.13x
4421	43711	39322	1.11x
4422	43746	38768	1.13x
4423	43708	38664	1.13x
4424	43708	39328	1.11x
4425	66865	37315	1.79x
4426	42073	50571	0.83x
4427	40574	35967	1.13x
4428	55465	38786	1.43x
4429	43683	52743	0.83x
4430	40570	35846	1.13x
4431	40642	36534	1.11x
4432	40670	35961	1.13x
4433	40561	36537	1.11x
4434	40644	36481	1.11x
4435	40640	36505	1.11x
4436	40664	35892	1.13x
4437	40628	35898	1.13x
4438	40549	36568	1.11x
4439	40596	36561	1.11x
4440	40618	36437	1.11x
4441	40562	36500	1.11x
4442	40561	36415	1.11x
4443	40630	36486	1.11x
4444	40618	36500	1.11x
4445	40662	36510	1.11x
4446	40622	36507	1.11x
4447	40612	36486	1.11x
4448	40634	35958	1.13x
4449	50437	58662	0.86x
4450	71351	67849	1.05x
4451	40663	36587	1.11x
4452	40662	36463	1.12x
4453	40649	35917	1.13x
4454	40552	36539	1.11x
4455	40617	36004	1.13x
4456	40571	36532	1.11x
4457	40605	36455	1.11x
4458	40611	35961	1.13x
4459	40626	36493	1.11x
4460	40634	36452	1.11x
4461	40531	36495	1.11x
4462	40664	36484	1.11x
4463	40581	36529	1.11x
4464	40609	36505	1.11x
4465	40646	35961	1.13x
4466	40626	36514	1.11x
4467	40644	36494	1.11x
4468	40613	36495	1.11x
4469	40599	54195	0.75x
4470	43785	38648	1.13x
4471	53873	36000	1.50x
4472	40639	36610	1.11x
4473	40652	35957	1.13x
4474	40640	36567	1.11x
4475	40564	36572	1.11x
4476	40618	36552	1.11x
4477	40587	35946	1.13x
4478	40616	36531	1.11x
4479	40632	36431	1.12x
4480	40648	36483	1.11x
4481	40617	36569	1.11x
4482	40641	36438	1.12x
4483	40628	36540	1.11x
4484	40641	35858	1.13x
4485	40618	36516	1.11x
4486	40651	36484	1.11x
4487	40566	35997	1.13x
4488	40669	36570	1.11x
4489	40683	35907	1.13x
4490	40603	36512	1.11x
4491	40604	35962	1.13x
4492	40580	35978	1.13x
4493	40600	35898	1.13x
4494	40616	35920	1.13x
4495	40553	35919	1.13x
4496	40577	37475	1.08x
4497	46869	36039	1.30x
4498	40632	36516	1.11x
4499	40647	36509	1.11x
4500	40641	36512	1.11x
4501	40646	36568	1.11x
4502	40689	35974	1.13x
4503	40629	36516	1.11x
4504	40594	35980	1.13x
4505	40584	36541	1.11x
4506	40616	35884	1.13x
4507	40610	36480	1.11x
4508	40659	36015	1.13x
4509	40599	36488	1.11x
4510	40605	36460	1.11x
4511	40659	36485	1.11x
4512	40597	35896	1.13x
4513	40627	35990	1.13x
4514	40594	36516	1.11x
4515	40617	35848	1.13x
4516	40644	35895	1.13x
4517	61691	38653	1.60x
4518	43716	56243	0.78x
4519	44241	37388	1.18x
4520	42216	50109	0.84x
4521	40635	36534	1.11x
4522	40630	36487	1.11x
4523	40606	35956	1.13x
4524	40739	36013	1.13x
4525	40607	36475	1.11x
4526	40637	36550	1.11x
4527	40639	36492	1.11x
4528	40576	35922	1.13x
4529	40647	35918	1.13x
4530	40631	36482	1.11x
4531	40662	35960	1.13x
4532	40583	36448	1.11x
4533	40622	36493	1.11x
4534	40612	36450	1.11x
4535	40674	36526	1.11x
4536	40687	35887	1.13x
4537	40618	36511	1.11x
4538	40641	36477	1.11x
4539	40587	35903	1.13x
4540	40666	36503	1.11x
4541	40643	36494	1.11x
4542	40632	35981	1.13x
4543	40582	36506	1.11x
4544	40638	35996	1.13x
4545	40633	35967	1.13x
4546	40607	36548	1.11x
4547	40702	36474	1.12x
4548	40615	36596	1.11x
4549	40642	36576	1.11x
4550	40697	36459	1.12x
4551	40675	36448	1.12x
4552	40634	35822	1.13x
4553	40608	35890	1.13x
4554	40637	36521	1.11x
4555	40580	36391	1.12x
4556	40656	36508	1.11x
4557	40591	36521	1.11x
4558	40668	36429	1.12x
4559	40671	35869	1.13x
4560	40643	36508	1.11x
4561	40659	35939	1.13x
4562	40601	36565	1.11x
4563	40641	35880	1.13x
4564	40606	36544	1.11x
4565	40607	55006	0.74x
4566	43732	48198	0.91x
4567	42969	38697	1.11x
4568	39873	35361	1.13x
4569	39832	35859	1.11x
4570	39940	36012	1.11x
4571	39774	35380	1.12x
4572	39858	35385	1.13x
4573	39844	36037	1.11x
4574	39870	36034	1.11x
4575	39786	36034	1.10x
4576	39888	36044	1.11x
4577	39750	36023	1.10x
4578	39880	35910	1.11x
4579	39836	35989	1.11x
4580	39846	41390	0.96x
4581	47550	35981	1.32x
4582	40648	36538	1.11x
4583	40614	35894	1.13x
4584	40689	56825	0.72x
4585	43775	39332	1.11x
4586	43814	39342	1.11x
4587	60677	55005	1.10x
4588	56051	37300	1.50x
4589	54431	35986	1.51x
4590	40600	35932	1.13x
4591	40618	35935	1.13x
4592	40587	36517	1.11x
4593	40593	36508	1.11x
4594	40616	35944	1.13x
4595	40574	36435	1.11x
4596	40570	35901	1.13x
4597	40560	35942	1.13x
4598	40658	35891	1.13x
4599	40571	36498	1.11x
4600	40669	35871	1.13x
4601	40546	35964	1.13x
4602	40601	36495	1.11x
4603	40582	36474	1.11x
4604	40582	36537	1.11x
4605	40637	36487	1.11x
4606	40663	35946	1.13x
4607	40630	36443	1.11x
4608	40599	35846	1.13x
4609	44606	35996	1.24x
4610	40673	36516	1.11x
4611	40581	36575	1.11x
4612	65500	41898	1.56x
4613	58484	41925	1.39x
4614	47365	42535	1.11x
4615	47424	42590	1.11x
4616	47472	42498	1.12x
4617	47386	41869	1.13x
4618	47371	42602	1.11x
4619	47365	42534	1.11x
4620	47360	52665	0.90x
4621	43750	39282	1.11x
4622	43765	38690	1.13x
4623	43772	38621	1.13x
4624	43728	39355	1.11x
4625	43763	39342	1.11x
4626	43794	39350	1.11x
4627	43756	39263	1.11x
4628	43701	39281	1.11x
4629	43755	39255	1.11x
4630	43748	39300	1.11x
4631	43729	39299	1.11x
4632	43715	39320	1.11x
4633	43708	39287	1.11x
4634	43741	39407	1.11x
4635	43674	39380	1.11x
4636	43771	39356	1.11x
4637	43769	39310	1.11x
4638	43656	38743	1.13x
4639	43786	38738	1.13x
4640	43713	38673	1.13x
4641	43749	39285	1.11x
4642	43714	38695	1.13x
4643	43730	38705	1.13x
4644	43750	38652	1.13x
4645	43756	39294	1.11x
4646	57934	55998	1.03x
4647	61525	41960	1.47x
4648	47390	42602	1.11x
4649	47448	42571	1.11x
4650	47413	42592	1.11x
4651	47379	41874	1.13x
4652	47428	42651	1.11x
4653	47399	54386	0.87x
4654	42901	38070	1.13x
4655	42935	38104	1.13x
4656	66295	35972	1.84x
4657	40633	36525	1.11x
4658	40608	36432	1.11x
4659	40626	36567	1.11x
4660	40568	36463	1.11x
4661	40598	36532	1.11x
4662	40603	36459	1.11x
4663	40630	36520	1.11x
4664	40587	35903	1.13x
4665	40603	36475	1.11x
4666	40657	35907	1.13x
4667	40644	36518	1.11x
4668	40649	36441	1.12x
4669	40670	36523	1.11x
4670	40646	35870	1.13x
4671	40687	35976	1.13x
4672	40619	35898	1.13x
4673	40619	36568	1.11x
4674	40577	36494	1.11x
4675	40599	36482	1.11x
4676	40638	36464	1.11x
4677	40601	35968	1.13x
4678	40614	36513	1.11x
4679	40616	36590	1.11x
4680	40641	35915	1.13x
4681	40640	35878	1.13x
4682	40622	36449	1.11x
4683	40612	35928	1.13x
4684	40658	36435	1.12x
4685	40629	36491	1.11x
4686	40579	35948	1.13x
4687	40610	35923	1.13x
4688	40660	36486	1.11x
4689	40667	35981	1.13x
4690	40671	36463	1.12x
4691	40585	35915	1.13x
4692	40663	35903	1.13x
4693	40577	36569	1.11x
4694	40640	36599	1.11x
4695	40608	36475	1.11x
4696	40659	36553	1.11x
4697	40634	36569	1.11x
4698	40628	36472	1.11x
4699	40589	36477	1.11x
4700	40561	36531	1.11x
4701	40598	36501	1.11x
4702	40553	36553	1.11x
4703	128205	51073	2.51x
4704	40635	36516	1.11x
4705	40666	36008	1.13x
4706	40568	35987	1.13x
4707	40566	35929	1.13x
4708	40648	36536	1.11x
4709	40566	35954	1.13x
4710	40582	35840	1.13x
4711	40597	36498	1.11x
4712	40557	36412	1.11x
4713	40609	36446	1.11x
4714	40611	36565	1.11x
4715	40625	35863	1.13x
4716	40577	35904	1.13x
4717	40650	35923	1.13x
4718	40621	36577	1.11x
4719	40620	35846	1.13x
4720	40661	36506	1.11x
4721	40565	35982	1.13x
4722	40632	35860	1.13x
4723	40501	36544	1.11x
4724	40638	35942	1.13x
4725	40569	35890	1.13x
4726	40645	36521	1.11x
4727	40638	35821	1.13x
4728	40554	36511	1.11x
4729	40556	35846	1.13x
4730	40634	36537	1.11x
4731	40584	36574	1.11x
4732	40579	36569	1.11x
4733	40594	36483	1.11x
4734	40657	36460	1.12x
4735	43851	41037	1.07x
4736	40747	36479	1.12x
4737	40667	36512	1.11x
4738	40642	35996	1.13x
4739	40607	35948	1.13x
4740	40584	35997	1.13x
4741	40627	36477	1.11x
4742	40618	36419	1.12x
4743	40616	35945	1.13x
4744	40617	35924	1.13x
4745	40570	35954	1.13x
4746	40623	35964	1.13x
4747	40638	36546	1.11x
4748	40666	35966	1.13x
4749	40625	56926	0.71x
4750	43826	52780	0.83x
4751	50545	37338	1.35x
4752	54809	36018	1.52x
4753	40644	36459	1.11x
4754	40605	35879	1.13x
4755	40679	36018	1.13x
4756	40592	35929	1.13x
4757	40635	36528	1.11x
4758	40626	36530	1.11x
4759	40578	36538	1.11x
4760	40629	35855	1.13x
4761	40580	36481	1.11x
4762	40645	36490	1.11x
4763	40591	36519	1.11x
4764	40596	36000	1.13x
4765	40605	35940	1.13x
4766	40635	36499	1.11x
4767	40610	36431	1.11x
4768	40633	36538	1.11x
4769	40671	36380	1.12x
4770	40588	36576	1.11x
4771	40628	35911	1.13x
4772	60585	38681	1.57x
4773	71641	42081	1.70x
4774	60661	35996	1.69x
4775	40684	36564	1.11x
4776	40637	35884	1.13x
4777	40674	35922	1.13x
4778	40650	36420	1.12x
4779	40619	36465	1.11x
4780	40746	35924	1.13x
4781	40590	36531	1.11x
4782	40637	36515	1.11x
4783	40550	36503	1.11x
4784	40674	35973	1.13x
4785	40562	36573	1.11x
4786	40610	36482	1.11x
4787	40675	36507	1.11x
4788	40649	36549	1.11x
4789	40585	36521	1.11x
4790	40635	35919	1.13x
4791	40590	35868	1.13x
4792	40629	35958	1.13x
4793	40596	35987	1.13x
4794	40660	36514	1.11x
4795	40601	36452	1.11x
4796	60185	41924	1.44x
4797	47357	42038	1.13x
4798	55852	50472	1.11x
4799	40687	36450	1.12x
4800	40589	35932	1.13x
4801	40597	35976	1.13x
4802	40659	36564	1.11x
4803	40611	35891	1.13x
4804	40610	36607	1.11x
4805	40587	36564	1.11x
4806	40629	36483	1.11x
4807	40567	36528	1.11x
4808	40654	36549	1.11x
4809	40603	35851	1.13x
4810	40630	35912	1.13x
4811	40607	36410	1.12x
4812	40625	35902	1.13x
4813	40645	36517	1.11x
4814	40632	36528	1.11x
4815	40640	36525	1.11x
4816	40607	35976	1.13x
4817	40651	36495	1.11x
4818	40627	35859	1.13x
4819	40656	36447	1.12x
4820	40652	36522	1.11x
4821	40543	36517	1.11x
4822	40695	36406	1.12x
4823	40609	36455	1.11x
4824	40566	36529	1.11x
4825	40582	40798	0.99x
4826	40659	36560	1.11x
4827	40625	35914	1.13x
4828	40603	35940	1.13x
4829	40631	36584	1.11x
4830	40668	36493	1.11x
4831	40619	35963	1.13x
4832	40587	35939	1.13x
4833	40599	35942	1.13x
4834	40573	36557	1.11x
4835	40605	36547	1.11x
4836	40629	35934	1.13x
4837	40599	35970	1.13x
4838	40621	35949	1.13x
4839	40637	35907	1.13x
4840	40590	36394	1.12x
4841	40646	36534	1.11x
4842	40613	36451	1.11x
4843	40580	35939	1.13x
4844	40609	55625	0.73x
4845	47340	78584	0.60x
4846	57945	35883	1.61x
4847	40651	36512	1.11x
4848	40649	36502	1.11x
4849	40675	35936	1.13x
4850	40684	36531	1.11x
4851	40656	36528	1.11x
4852	40639	35855	1.13x
4853	40632	35902	1.13x
4854	40581	35893	1.13x
4855	40540	35910	1.13x
4856	40602	36548	1.11x
4857	40614	36565	1.11x
4858	40611	36454	1.11x
4859	40591	35882	1.13x
4860	40510	35951	1.13x
4861	40603	35855	1.13x
4862	40587	35853	1.13x
4863	40629	35873	1.13x
4864	40623	36501	1.11x
4865	40617	35920	1.13x
4866	40603	35932	1.13x
4867	40574	36484	1.11x
4868	40668	36438	1.12x
4869	40635	36469	1.11x
4870	40661	36482	1.11x
4871	40594	36437	1.11x
4872	40604	36536	1.11x
4873	40611	36485	1.11x
4874	40602	36461	1.11x
4875	40655	36479	1.11x
4876	40584	36548	1.11x
4877	40638	36409	1.12x
4878	40698	36477	1.12x
4879	40610	35908	1.13x
4880	40629	36513	1.11x
4881	40614	36486	1.11x
4882	40617	35980	1.13x
4883	40552	36543	1.11x
4884	40579	35943	1.13x
4885	40567	35984	1.13x
4886	40613	35935	1.13x
4887	40685	35843	1.14x
4888	40575	36517	1.11x
4889	40665	35878	1.13x
4890	40577	35873	1.13x
4891	59285	41990	1.41x
4892	47333	42511	1.11x
4893	52689	55426	0.95x
4894	40678	35933	1.13x
4895	40582	35857	1.13x
4896	40634	36522	1.11x
4897	40615	36560	1.11x
4898	40611	35915	1.13x
4899	40565	35938	1.13x
4900	40584	36548	1.11x
4901	40641	35979	1.13x
4902	40582	36585	1.11x
4903	40649	36537	1.11x
4904	40604	36504	1.11x
4905	40656	36524	1.11x
4906	40604	35868	1.13x
4907	40607	36472	1.11x
4908	40643	36528	1.11x
4909	40572	36499	1.11x
4910	40630	36541	1.11x
4911	40606	36461	1.11x
4912	40621	35962	1.13x
4913	40601	36556	1.11x
4914	40629	35845	1.13x
4915	40655	35890	1.13x
4916	40655	35964	1.13x
4917	40637	35992	1.13x
4918	40603	36033	1.13x
4919	40629	36565	1.11x
4920	40637	36445	1.12x
4921	40654	36476	1.11x
4922	40602	35953	1.13x
4923	40591	36482	1.11x
4924	40650	36491	1.11x
4925	40590	36575	1.11x
4926	40597	36541	1.11x
4927	40588	35885	1.13x
4928	40674	36533	1.11x
4929	40569	36563	1.11x
4930	40594	35910	1.13x
4931	40565	36515	1.11x
4932	40579	35916	1.13x
4933	40568	35902	1.13x
4934	40628	35880	1.13x
4935	40605	35908	1.13x
4936	40591	35927	1.13x
4937	40650	35886	1.13x
4938	40633	36553	1.11x
4939	62188	41815	1.49x
4940	47423	41862	1.13x
4941	52150	53993	0.97x
4942	40624	35911	1.13x
4943	40603	36009	1.13x
4944	40647	35908	1.13x
4945	40633	36487	1.11x
4946	40650	36566	1.11x
4947	40630	36410	1.12x
4948	40519	36563	1.11x
4949	40627	35913	1.13x
4950	40656	35858	1.13x
4951	40585	36578	1.11x
4952	40616	36524	1.11x
4953	40618	36461	1.11x
4954	40605	35947	1.13x
4955	40611	36538	1.11x
4956	40654	36487	1.11x
4957	40652	36462	1.11x
4958	40613	36442	1.11x
4959	40615	36526	1.11x
4960	40630	36477	1.11x
4961	40572	36455	1.11x
4962	40636	36520	1.11x
4963	40599	59400	0.68x
4964	47413	42608	1.11x
4965	47497	41909	1.13x
4966	54870	35903	1.53x
4967	40598	35915	1.13x
4968	40614	36460	1.11x
4969	40608	36559	1.11x
4970	40619	47219	0.86x
4971	40701	36551	1.11x
4972	40623	36603	1.11x
4973	40655	35897	1.13x
4974	40635	35959	1.13x
4975	40567	36495	1.11x
4976	40650	36502	1.11x
4977	40630	44003	0.92x
4978	40628	35976	1.13x
4979	40667	35986	1.13x
4980	40625	35937	1.13x
4981	40657	36493	1.11x
4982	40618	35970	1.13x
4983	40606	36516	1.11x
4984	40652	35833	1.13x
4985	40605	36452	1.11x
4986	64677	42011	1.54x
4987	47355	42543	1.11x
4988	61908	35979	1.72x
4989	40616	36545	1.11x
4990	40593	36579	1.11x
4991	40656	36553	1.11x
4992	40713	36508	1.12x
4993	40651	35874	1.13x
4994	40594	35947	1.13x
4995	40563	54501	0.74x
4996	48858	55521	0.88x
4997	65227	46095	1.42x
4998	40663	36507	1.11x
4999	40671	36482	1.11x
5000	40681	36542	1.11x
10000	40676	35917	1.13x
20000	42099	37858	1.11x
30000	42187	41945	1.01x
40000	42008	66201	0.63x
50000	41295	36446	1.13x
60000	40643	36472	1.11x
70000	40498	36478	1.11x
80000	40683	36439	1.12x
90000	40668	36518	1.11x
100000	40591	35867	1.13x
110000	41265	36507	1.13x
120000	42132	37816	1.11x
130000	41057	36616	1.12x
140000	39840	35367	1.13x
150000	40632	35965	1.13x
160000	40635	36497	1.11x
170000	40540	36457	1.11x
180000	40533	35907	1.13x
190000	39801	36016	1.11x
200000	40620	36551	1.11x
210000	40622	35882	1.13x
220000	39871	35936	1.11x
230000	39888	35361	1.13x
240000	40623	36522	1.11x
250000	40571	36458	1.11x
260000	40520	36466	1.11x
270000	40695	36585	1.11x
280000	59863	37357	1.60x
290000	40597	36571	1.11x
300000	40724	35890	1.13x
310000	40545	36393	1.11x
320000	45921	41705	1.10x
330000	40607	35881	1.13x
340000	40677	35933	1.13x
350000	41247	36550	1.13x
360000	40599	36411	1.12x
370000	41653	36822	1.13x
380000	40639	36408	1.12x
390000	42192	37835	1.12x
400000	40572	36497	1.11x
410000	42062	37827	1.11x
420000	40598	36393	1.12x
430000	40463	36460	1.11x
440000	40653	36541	1.11x
450000	40657	35803	1.14x
460000	40580	36475	1.11x
470000	41145	36477	1.13x
480000	59549	51186	1.16x
490000	40565	36515	1.11x
500000	40615	35899	1.13x
510000	40613	36490	1.11x
520000	40622	35930	1.13x
530000	40535	36468	1.11x
540000	40598	36420	1.11x
550000	40544	36474	1.11x
560000	59586	37376	1.59x
570000	40617	35779	1.14x
580000	40654	36477	1.11x
590000	40681	36393	1.12x
600000	40542	35845	1.13x
610000	40526	36517	1.11x
620000	40547	36490	1.11x
630000	40709	36404	1.12x
640000	41285	36400	1.13x
650000	42098	37902	1.11x
660000	40647	36459	1.11x
670000	40443	35266	1.15x
680000	40593	35894	1.13x
690000	40634	35918	1.13x
700000	39762	35969	1.11x
710000	40602	36514	1.11x
720000	40597	36495	1.11x
730000	40654	35868	1.13x
740000	40543	36507	1.11x
750000	42129	37174	1.13x
760000	40588	36501	1.11x
770000	39819	35296	1.13x
780000	56209	37423	1.50x
790000	40566	36453	1.11x
800000	40591	36444	1.11x
810000	40552	36552	1.11x
820000	42090	37844	1.11x
830000	40582	36479	1.11x
840000	79359	37535	2.11x
850000	39899	35930	1.11x
860000	41125	36446	1.13x
870000	40474	36468	1.11x
880000	40564	36476	1.11x
890000	44866	40284	1.11x
900000	40564	36465	1.11x
910000	40647	36615	1.11x
920000	40656	36540	1.11x
930000	56097	37627	1.49x
940000	40692	36569	1.11x
950000	42792	37823	1.13x
960000	40554	36476	1.11x
970000	42127	37232	1.13x
980000	40575	35865	1.13x
990000	40587	35943	1.13x
1000000	40645	36466	1.11x
1010000	40450	35890	1.13x
1020000	40630	36500	1.11x
1030000	41288	36523	1.13x
1040000	40655	55011	0.74x
1050000	40657	36495	1.11x
1060000	40634	56364	0.72x
1070000	42098	37869	1.11x
1080000	40613	35930	1.13x
1090000	40599	36447	1.11x
1100000	42128	37923	1.11x
1110000	40539	35869	1.13x
1120000	62650	51587	1.21x
1130000	46313	36734	1.26x
1140000	40579	36470	1.11x
1150000	40595	36444	1.11x
1160000	40545	35896	1.13x
1170000	42208	50456	0.84x
1180000	40711	36438	1.12x
1190000	42136	37882	1.11x
1200000	40566	36458	1.11x
1210000	40622	35852	1.13x
1220000	40646	35919	1.13x
1230000	40536	36565	1.11x
1240000	40562	36450	1.11x
1250000	40518	36450	1.11x
1260000	40616	35891	1.13x
1270000	40587	35861	1.13x
1280000	41151	36419	1.13x
1290000	40536	35784	1.13x
1300000	40600	36485	1.11x
1310000	40530	36492	1.11x
1320000	42592	37183	1.15x
1330000	41321	36463	1.13x
1340000	41322	41585	0.99x
1350000	41272	36514	1.13x
1360000	40537	36533	1.11x
1370000	40577	36544	1.11x
1380000	40628	35929	1.13x
1390000	39773	35964	1.11x
1400000	94762	37428	2.53x
1410000	40586	35886	1.13x
1420000	40500	36442	1.11x
1430000	40742	36448	1.12x
1440000	40610	35873	1.13x
1450000	59430	35845	1.66x
1460000	41173	35814	1.15x
1470000	40594	36519	1.11x
1480000	40614	36421	1.12x
1490000	40594	36509	1.11x
1500000	40555	36567	1.11x
1510000	40550	36516	1.11x
1520000	40660	36427	1.12x
1530000	41208	36483	1.13x
1540000	40581	36425	1.11x
1550000	42086	37845	1.11x
1560000	40525	35768	1.13x
1570000	40579	36434	1.11x
1580000	40587	35917	1.13x
1590000	40611	35849	1.13x
1600000	40594	36405	1.12x
1610000	40558	35822	1.13x
1620000	40575	35909	1.13x
1630000	42014	59374	0.71x
1640000	40539	36485	1.11x
1650000	40650	35889	1.13x
1660000	40619	36579	1.11x
1670000	55302	35932	1.54x
1680000	59645	37602	1.59x
1690000	58963	52975	1.11x
1700000	40576	36567	1.11x
1710000	39794	35286	1.13x
1720000	40602	36526	1.11x
1730000	40618	36442	1.11x
1740000	40649	36557	1.11x
1750000	39870	35932	1.11x
1760000	40580	36513	1.11x
1770000	40617	35851	1.13x
1780000	58347	35903	1.63x
1790000	41293	36368	1.14x
1800000	40624	36378	1.12x
1810000	40710	36431	1.12x
1820000	40610	36460	1.11x
1830000	40632	36407	1.12x
1840000	40571	35833	1.13x
1850000	57310	35859	1.60x
1860000	41189	35860	1.15x
1870000	42159	37877	1.11x
1880000	40638	36562	1.11x
1890000	41201	36536	1.13x
1900000	40643	36485	1.11x
1910000	40556	36478	1.11x
1920000	40660	36470	1.11x
