========================================================
       MARATHON 28,000,000 RUNS PERFORMANCE LOG         
========================================================
Run_Index	Scalar_ns	AVX2_ns	Speedup
2014	40561	35983	1.13x
2015	40555	35895	1.13x
2016	40643	35931	1.13x
2017	40591	35859	1.13x
2018	40768	35920	1.13x
2019	40600	35851	1.13x
2020	40636	35870	1.13x
2021	40547	35955	1.13x
2022	40613	35931	1.13x
2023	40651	36463	1.11x
2024	40605	35893	1.13x
2025	40648	36465	1.11x
2026	40584	35915	1.13x
2027	40579	35918	1.13x
2028	40630	35851	1.13x
2029	40626	35934	1.13x
2030	40603	35838	1.13x
2031	40661	36518	1.11x
2032	40616	35855	1.13x
2033	40661	35948	1.13x
2034	40658	35893	1.13x
2035	40642	35976	1.13x
2036	40629	36595	1.11x
2037	40559	35858	1.13x
2038	40720	35899	1.13x
2039	40669	35823	1.14x
2040	40585	36463	1.11x
2041	40609	35920	1.13x
2042	40667	35838	1.13x
2043	40684	35919	1.13x
2044	40660	35897	1.13x
2045	40610	35830	1.13x
2046	40553	35921	1.13x
2047	40637	36487	1.11x
2048	40619	35842	1.13x
2049	40623	36549	1.11x
2050	62783	40285	1.56x
2051	59975	42051	1.43x
2052	60420	40385	1.50x
2053	45487	40806	1.11x
2054	45520	40789	1.12x
2055	45497	40906	1.11x
2056	45590	40209	1.13x
2057	45591	40687	1.12x
2058	56131	64908	0.86x
2059	45627	40534	1.13x
2060	45572	40486	1.13x
2061	45492	41425	1.10x
2062	45730	41091	1.11x
2063	45760	55045	0.83x
2064	120453	66082	1.82x
2065	74512	40391	1.84x
2066	55808	63828	0.87x
2067	55089	63683	0.87x
2068	69239	56992	1.21x
2069	45628	51469	0.89x
2070	40693	35923	1.13x
2071	40642	36495	1.11x
2072	40627	36412	1.12x
2073	40699	35937	1.13x
2074	40575	35911	1.13x
2075	40608	35959	1.13x
2076	40579	59651	0.68x
2077	61461	56493	1.09x
2078	61558	56610	1.09x
2079	54927	35884	1.53x
2080	40606	35920	1.13x
2081	40609	36530	1.11x
2082	40661	35966	1.13x
2083	40597	36540	1.11x
2084	40660	35863	1.13x
2085	40586	35969	1.13x
2086	40559	36499	1.11x
2087	40587	36501	1.11x
2088	40633	36579	1.11x
2089	40545	35854	1.13x
2090	40589	36516	1.11x
2091	40628	36479	1.11x
2092	40547	35968	1.13x
2093	40586	35965	1.13x
2094	40630	35995	1.13x
2095	40586	36468	1.11x
2096	40619	35895	1.13x
2097	40542	36507	1.11x
2098	40600	54607	0.74x
2099	289874	36079	8.03x
2100	40613	35953	1.13x
2101	40604	36571	1.11x
2102	40621	36489	1.11x
2103	40569	36526	1.11x
2104	40618	36427	1.12x
2105	40661	36402	1.12x
2106	40669	35873	1.13x
2107	40567	35932	1.13x
2108	40584	36490	1.11x
2109	40615	36499	1.11x
2110	40581	35907	1.13x
2111	40601	35922	1.13x
2112	40627	35818	1.13x
2113	40622	36442	1.11x
2114	40514	35879	1.13x
2115	40612	35893	1.13x
2116	40556	36449	1.11x
2117	40570	35890	1.13x
2118	40615	36447	1.11x
2119	40637	35853	1.13x
2120	40641	35890	1.13x
2121	40517	35866	1.13x
2122	40655	36505	1.11x
2123	40550	35868	1.13x
2124	40535	36469	1.11x
2125	40608	36457	1.11x
2126	40610	36525	1.11x
2127	40596	35849	1.13x
2128	40590	36486	1.11x
2129	40590	36432	1.11x
2130	40590	35939	1.13x
2131	40571	36481	1.11x
2132	40572	36445	1.11x
2133	40666	35970	1.13x
2134	40651	36478	1.11x
2135	40574	36448	1.11x
2136	40571	36464	1.11x
2137	40585	36435	1.11x
2138	40637	36490	1.11x
2139	40671	35887	1.13x
2140	40589	35853	1.13x
2141	40698	36535	1.11x
2142	40584	35932	1.13x
2143	40560	43133	0.94x
2144	62362	41970	1.49x
2145	69355	36101	1.92x
2146	40657	36483	1.11x
2147	40626	36524	1.11x
2148	40587	35888	1.13x
2149	40579	36490	1.11x
2150	40620	35835	1.13x
2151	40584	36538	1.11x
2152	40604	35871	1.13x
2153	78767	42726	1.84x
2154	89082	79977	1.11x
2155	95981	35922	2.67x
2156	40620	35924	1.13x
2157	40606	35918	1.13x
2158	40631	35955	1.13x
2159	40616	36512	1.11x
2160	40647	35850	1.13x
2161	40557	36472	1.11x
2162	40598	36416	1.11x
2163	40679	36462	1.12x
2164	40623	36532	1.11x
2165	40678	36499	1.11x
2166	40583	35893	1.13x
2167	40619	36568	1.11x
2168	40535	36445	1.11x
2169	40594	36474	1.11x
2170	40582	35833	1.13x
2171	40628	36490	1.11x
2172	40555	36481	1.11x
2173	40629	36508	1.11x
2174	40610	36002	1.13x
2175	40606	36588	1.11x
2176	40687	35974	1.13x
2177	40619	35860	1.13x
2178	40733	36496	1.12x
2179	40624	36539	1.11x
2180	40560	36398	1.11x
2181	91333	35977	2.54x
2182	40609	36585	1.11x
2183	40585	35927	1.13x
2184	40616	35961	1.13x
2185	40648	36040	1.13x
2186	40609	36424	1.11x
2187	40606	56731	0.72x
2188	58890	43211	1.36x
2189	40693	35938	1.13x
2190	40613	35906	1.13x
2191	40692	35903	1.13x
2192	40600	35946	1.13x
2193	40663	35931	1.13x
2194	40714	35885	1.13x
2195	40693	35806	1.14x
2196	40603	36471	1.11x
2197	40623	35943	1.13x
2198	40715	36459	1.12x
2199	40681	35902	1.13x
2200	40573	35927	1.13x
2201	40622	36525	1.11x
2202	40646	36440	1.12x
2203	40696	35909	1.13x
2204	40565	36483	1.11x
2205	40628	35829	1.13x
2206	40542	36476	1.11x
2207	40651	36437	1.12x
2208	40642	36424	1.12x
2209	40623	36476	1.11x
2210	40562	35968	1.13x
2211	40599	35977	1.13x
2212	40576	36497	1.11x
2213	40733	36409	1.12x
2214	40661	36501	1.11x
2215	40587	36527	1.11x
2216	40671	36442	1.12x
2217	40657	36422	1.12x
2218	40573	36476	1.11x
2219	112860	35911	3.14x
2220	40646	36515	1.11x
2221	40639	36018	1.13x
2222	40580	36559	1.11x
2223	40609	36388	1.12x
2224	40682	35872	1.13x
2225	40615	35905	1.13x
2226	40552	35905	1.13x
2227	40650	35921	1.13x
2228	40645	36471	1.11x
2229	40620	36466	1.11x
2230	40557	36526	1.11x
2231	40570	36512	1.11x
2232	40582	35890	1.13x
2233	40656	56873	0.71x
2234	47315	41947	1.13x
2235	58284	55461	1.05x
2236	40651	36011	1.13x
2237	40604	35995	1.13x
2238	40591	35938	1.13x
2239	40616	35953	1.13x
2240	40600	36463	1.11x
2241	40576	35890	1.13x
2242	40614	36479	1.11x
2243	40594	36463	1.11x
2244	40582	36484	1.11x
2245	40617	36492	1.11x
2246	40652	36418	1.12x
2247	40640	35874	1.13x
2248	40606	36471	1.11x
2249	40574	40406	1.00x
2250	50205	35985	1.40x
2251	40675	36370	1.12x
2252	40562	36425	1.11x
2253	40588	36469	1.11x
2254	40696	36460	1.12x
2255	40566	36432	1.11x
2256	40591	35996	1.13x
2257	40579	35980	1.13x
2258	40534	35953	1.13x
2259	40604	36477	1.11x
2260	40625	35882	1.13x
2261	40611	36513	1.11x
2262	40577	36401	1.11x
2263	40544	35952	1.13x
2264	40633	35900	1.13x
2265	40636	35878	1.13x
2266	40613	36549	1.11x
2267	40553	36437	1.11x
2268	40548	36479	1.11x
2269	40609	36523	1.11x
2270	40676	36502	1.11x
2271	40572	36532	1.11x
2272	40649	35885	1.13x
2273	40589	36565	1.11x
2274	40653	35914	1.13x
2275	40607	36423	1.11x
2276	40599	35903	1.13x
2277	40552	36500	1.11x
2278	40615	36485	1.11x
2279	40629	35924	1.13x
2280	40590	36478	1.11x
2281	40613	54872	0.74x
2282	47447	41905	1.13x
2283	58671	50139	1.17x
2284	40637	36594	1.11x
2285	40613	35895	1.13x
2286	40631	36511	1.11x
2287	40631	35915	1.13x
2288	73430	42089	1.74x
2289	57273	35963	1.59x
2290	40548	36573	1.11x
2291	40592	36000	1.13x
2292	40540	35898	1.13x
2293	40623	35934	1.13x
2294	40656	36448	1.12x
2295	40604	35877	1.13x
2296	40561	36511	1.11x
2297	40591	36479	1.11x
2298	40633	35905	1.13x
2299	40663	35935	1.13x
2300	40622	36503	1.11x
2301	40647	58747	0.69x
2302	47298	56061	0.84x
2303	57869	37185	1.56x
2304	54046	35990	1.50x
2305	40560	36391	1.11x
2306	40651	35912	1.13x
2307	40622	35944	1.13x
2308	40655	35979	1.13x
2309	40590	35932	1.13x
2310	40584	36502	1.11x
2311	40609	35877	1.13x
2312	40626	36432	1.12x
2313	40607	35801	1.13x
2314	40614	36451	1.11x
2315	40681	35853	1.13x
2316	40606	35892	1.13x
2317	40659	35821	1.14x
2318	40626	35895	1.13x
2319	40547	35802	1.13x
2320	40660	36569	1.11x
2321	40618	36460	1.11x
2322	40681	36448	1.12x
2323	40607	36514	1.11x
2324	40610	36573	1.11x
2325	40607	36425	1.11x
2326	40623	36460	1.11x
2327	40586	36415	1.11x
2328	40612	36522	1.11x
2329	69966	41879	1.67x
2330	57726	62947	0.92x
2331	106584	59115	1.80x
2332	118115	89681	1.32x
2333	44781	40399	1.11x
2334	44639	51630	0.86x
2335	42201	49918	0.85x
2336	39855	35310	1.13x
2337	39841	35315	1.13x
2338	39847	35901	1.11x
2339	39898	35971	1.11x
2340	39883	62188	0.64x
2341	45771	36125	1.27x
2342	40638	36476	1.11x
2343	40638	36495	1.11x
2344	40655	35977	1.13x
2345	40623	36483	1.11x
2346	40576	35878	1.13x
2347	40530	36512	1.11x
2348	40623	36437	1.11x
2349	40595	36445	1.11x
2350	40610	36543	1.11x
2351	40650	36530	1.11x
2352	40602	36493	1.11x
2353	40587	36437	1.11x
2354	40538	36575	1.11x
2355	40625	36476	1.11x
2356	40622	36467	1.11x
2357	40614	36494	1.11x
2358	40569	36477	1.11x
2359	40599	36530	1.11x
2360	40614	36496	1.11x
2361	40606	35984	1.13x
2362	40603	36512	1.11x
2363	40570	36458	1.11x
2364	40604	36529	1.11x
2365	40686	36443	1.12x
2366	40620	36468	1.11x
2367	40612	36530	1.11x
2368	40554	36407	1.11x
2369	40596	36476	1.11x
2370	40662	36453	1.12x
2371	40631	35908	1.13x
2372	40608	36481	1.11x
2373	70160	42724	1.64x
2374	63547	35965	1.77x
2375	40626	36511	1.11x
2376	40686	36540	1.11x
2377	40614	36590	1.11x
2378	40605	35943	1.13x
2379	40669	35974	1.13x
2380	40607	36432	1.11x
2381	40565	35942	1.13x
2382	40577	35927	1.13x
2383	40626	36494	1.11x
2384	40608	36465	1.11x
2385	40655	36507	1.11x
2386	40572	35870	1.13x
2387	40570	35987	1.13x
2388	40628	36558	1.11x
2389	40634	36395	1.12x
2390	40590	36528	1.11x
2391	40609	36561	1.11x
2392	40653	36427	1.12x
2393	40642	35921	1.13x
2394	40621	35908	1.13x
2395	40605	35947	1.13x
2396	40588	35962	1.13x
2397	40563	35925	1.13x
2398	40654	35984	1.13x
2399	40632	36585	1.11x
2400	40651	36492	1.11x
2401	40550	36522	1.11x
2402	40646	36516	1.11x
2403	40538	35938	1.13x
2404	40604	36535	1.11x
2405	40602	36365	1.12x
2406	40631	36458	1.11x
2407	40579	36488	1.11x
2408	40596	36457	1.11x
2409	40557	36491	1.11x
2410	40590	36463	1.11x
2411	40627	36502	1.11x
2412	40545	36441	1.11x
2413	40604	36515	1.11x
2414	40562	36472	1.11x
2415	40652	36442	1.12x
2416	40574	35955	1.13x
2417	40688	36536	1.11x
2418	40600	36480	1.11x
2419	40565	36492	1.11x
2420	40629	36453	1.11x
2421	70863	66624	1.06x
2422	42123	50180	0.84x
2423	40688	35830	1.14x
2424	40648	35891	1.13x
2425	40621	35935	1.13x
2426	40670	35884	1.13x
2427	40597	35933	1.13x
2428	40617	35883	1.13x
2429	40605	36495	1.11x
2430	40628	35941	1.13x
2431	40570	36478	1.11x
2432	40641	36045	1.13x
2433	40692	36493	1.12x
2434	40624	36487	1.11x
2435	40566	36503	1.11x
2436	40622	36443	1.11x
2437	40683	36475	1.12x
2438	40652	36507	1.11x
2439	40583	36417	1.11x
2440	40617	35880	1.13x
2441	40625	36447	1.11x
2442	40611	35983	1.13x
2443	49445	42797	1.16x
2444	40701	35944	1.13x
2445	40607	35967	1.13x
2446	40576	35984	1.13x
2447	40559	36518	1.11x
2448	40674	36435	1.12x
2449	40554	36457	1.11x
2450	40623	36442	1.11x
2451	40607	35882	1.13x
2452	40642	36500	1.11x
2453	40549	36525	1.11x
2454	40595	35880	1.13x
2455	40704	36456	1.12x
2456	40663	36463	1.12x
2457	40672	35979	1.13x
2458	40688	35911	1.13x
2459	40572	36551	1.11x
2460	40648	36557	1.11x
2461	40626	35943	1.13x
2462	40617	35986	1.13x
2463	40596	35943	1.13x
2464	40642	35955	1.13x
2465	40633	36474	1.11x
2466	40562	35909	1.13x
2467	40635	35964	1.13x
2468	40537	65503	0.62x
2469	49538	52032	0.95x
2470	40608	36553	1.11x
2471	40723	36505	1.12x
2472	75874	43760	1.73x
2473	58056	35931	1.62x
2474	40662	36561	1.11x
2475	40691	35850	1.14x
2476	40620	36523	1.11x
2477	40591	36444	1.11x
2478	40591	35948	1.13x
2479	40610	36515	1.11x
2480	40607	36460	1.11x
2481	40613	36537	1.11x
2482	40645	36441	1.12x
2483	40694	35977	1.13x
2484	40650	36421	1.12x
2485	40705	36434	1.12x
2486	40616	35942	1.13x
2487	40606	36461	1.11x
2488	40606	36516	1.11x
2489	40605	36469	1.11x
2490	40596	36602	1.11x
2491	40655	35907	1.13x
2492	40674	36430	1.12x
2493	40663	36491	1.11x
2494	40651	36485	1.11x
2495	40617	36445	1.11x
2496	40594	36427	1.11x
2497	40683	35913	1.13x
2498	40577	35952	1.13x
2499	40589	36490	1.11x
2500	40666	36456	1.12x
2501	40652	36445	1.12x
2502	40574	36434	1.11x
2503	40592	36423	1.11x
2504	40622	35876	1.13x
2505	40604	36491	1.11x
2506	40688	36492	1.11x
2507	40597	35908	1.13x
2508	40694	35916	1.13x
2509	66547	55102	1.21x
2510	56749	50629	1.12x
2511	40599	35963	1.13x
2512	40663	58051	0.70x
2513	49465	43811	1.13x
2514	62955	44561	1.41x
2515	49492	44313	1.12x
2516	49462	57931	0.85x
2517	45468	51504	0.88x
2518	42164	37816	1.11x
2519	54044	35915	1.50x
2520	40569	36407	1.11x
2521	40623	36522	1.11x
2522	40608	36509	1.11x
2523	40583	35931	1.13x
2524	40567	36471	1.11x
2525	40594	35870	1.13x
2526	40592	35983	1.13x
2527	40574	35976	1.13x
2528	40639	35880	1.13x
2529	40613	35824	1.13x
2530	40612	36516	1.11x
2531	40628	36474	1.11x
2532	40539	35879	1.13x
2533	40669	36475	1.11x
2534	40615	36461	1.11x
2535	40584	36572	1.11x
2536	40599	35936	1.13x
2537	40616	36520	1.11x
2538	40642	36441	1.12x
2539	40615	35940	1.13x
2540	40604	35863	1.13x
2541	40611	36462	1.11x
2542	40602	36577	1.11x
2543	40536	36533	1.11x
2544	40676	36504	1.11x
2545	40594	36517	1.11x
2546	40640	36500	1.11x
2547	40618	36557	1.11x
2548	40587	36000	1.13x
2549	40611	36443	1.11x
2550	40604	35878	1.13x
2551	40584	35980	1.13x
2552	40604	35957	1.13x
2553	40616	36511	1.11x
2554	40643	36494	1.11x
2555	40510	35944	1.13x
2556	40599	35945	1.13x
2557	40512	35938	1.13x
2558	40595	35931	1.13x
2559	40606	35912	1.13x
2560	40557	36467	1.11x
2561	58167	50928	1.14x
2562	40645	36535	1.11x
2563	40611	36438	1.11x
2564	40634	36489	1.11x
2565	40632	35852	1.13x
2566	40629	35934	1.13x
2567	40606	36470	1.11x
2568	40615	36565	1.11x
2569	40636	36476	1.11x
2570	40655	36500	1.11x
2571	40633	36422	1.12x
2572	40565	36515	1.11x
2573	40644	36506	1.11x
2574	40648	36495	1.11x
2575	40530	36540	1.11x
2576	40613	35948	1.13x
2577	40641	35864	1.13x
2578	40553	35865	1.13x
2579	40606	35937	1.13x
2580	40630	36543	1.11x
2581	40615	36436	1.11x
2582	40597	36513	1.11x
2583	40615	36414	1.12x
2584	40664	35921	1.13x
2585	40566	35951	1.13x
2586	40667	35867	1.13x
2587	40687	36486	1.12x
2588	40649	35903	1.13x
2589	40590	35937	1.13x
2590	40674	36533	1.11x
2591	40655	36520	1.11x
2592	40662	36460	1.12x
2593	40520	35914	1.13x
2594	40592	36511	1.11x
2595	40628	36526	1.11x
2596	40633	36516	1.11x
2597	40637	35870	1.13x
2598	40553	35992	1.13x
2599	40651	35951	1.13x
2600	40607	35922	1.13x
2601	40600	36499	1.11x
2602	40619	36530	1.11x
2603	40606	36503	1.11x
2604	40682	35864	1.13x
2605	40528	35932	1.13x
2606	40586	36522	1.11x
2607	59897	43642	1.37x
2608	61034	50416	1.21x
2609	68765	36045	1.91x
2610	40665	36547	1.11x
2611	40606	36450	1.11x
2612	40607	36483	1.11x
2613	40551	35912	1.13x
2614	40589	36454	1.11x
2615	40656	35979	1.13x
2616	40567	35977	1.13x
2617	40590	35960	1.13x
2618	40631	36595	1.11x
2619	40620	35843	1.13x
2620	40594	36569	1.11x
2621	40512	36484	1.11x
2622	40595	36451	1.11x
2623	40535	36523	1.11x
2624	40667	35984	1.13x
2625	40637	36424	1.12x
2626	40605	36470	1.11x
2627	40611	36497	1.11x
2628	40564	35888	1.13x
2629	40617	35965	1.13x
2630	40599	36531	1.11x
2631	40608	36492	1.11x
2632	40536	35980	1.13x
2633	40583	35961	1.13x
2634	40588	36570	1.11x
2635	40617	36509	1.11x
2636	40671	36504	1.11x
2637	40564	35923	1.13x
2638	40592	35874	1.13x
2639	51674	35970	1.44x
2640	40658	36471	1.11x
2641	40682	36491	1.11x
2642	40617	36462	1.11x
2643	40600	36611	1.11x
2644	40639	36520	1.11x
2645	40569	35867	1.13x
2646	40622	36461	1.11x
2647	40576	36436	1.11x
2648	40654	59219	0.69x
2649	45117	55248	0.82x
2650	63761	56297	1.13x
2651	40639	35969	1.13x
2652	40631	36011	1.13x
2653	40627	35968	1.13x
2654	40575	36528	1.11x
2655	77509	43771	1.77x
2656	49475	44447	1.11x
2657	49490	44432	1.11x
2658	56545	35932	1.57x
2659	40567	36489	1.11x
2660	40666	36531	1.11x
2661	40636	36520	1.11x
2662	40594	35917	1.13x
2663	40612	36466	1.11x
2664	40566	36532	1.11x
2665	40690	36484	1.12x
2666	40599	36550	1.11x
2667	40594	35850	1.13x
2668	40610	35988	1.13x
2669	40657	36530	1.11x
2670	40626	36451	1.11x
2671	40549	36513	1.11x
2672	40681	35894	1.13x
2673	40617	36487	1.11x
2674	40661	36481	1.11x
2675	40623	36433	1.12x
2676	40581	35934	1.13x
2677	40692	36541	1.11x
2678	40642	36403	1.12x
2679	40655	36447	1.12x
2680	40590	36439	1.11x
2681	40649	35872	1.13x
2682	40628	35892	1.13x
2683	40606	36459	1.11x
2684	40652	35960	1.13x
2685	40602	35878	1.13x
2686	40619	36496	1.11x
2687	40609	35884	1.13x
2688	40643	35893	1.13x
2689	40614	36390	1.12x
2690	40647	36424	1.12x
2691	40624	35893	1.13x
2692	40628	35879	1.13x
2693	40583	36553	1.11x
2694	40601	35849	1.13x
2695	40642	35865	1.13x
2696	40568	36404	1.11x
2697	40616	35896	1.13x
2698	40573	35847	1.13x
2699	40628	35862	1.13x
2700	64481	43708	1.48x
2701	49423	44451	1.11x
2702	62231	56373	1.10x
2703	40629	35925	1.13x
2704	40654	35876	1.13x
2705	40557	35977	1.13x
2706	49468	57202	0.86x
2707	45553	51384	0.89x
2708	55399	35908	1.54x
2709	40645	36453	1.11x
2710	40632	36535	1.11x
2711	40543	36468	1.11x
2712	40534	36504	1.11x
2713	40630	36412	1.12x
2714	40619	36483	1.11x
2715	40621	102496	0.40x
2716	40681	35872	1.13x
2717	40704	36013	1.13x
2718	40660	35930	1.13x
2719	40691	35897	1.13x
2720	40625	35875	1.13x
2721	40598	35953	1.13x
2722	40620	36541	1.11x
2723	40622	36445	1.11x
2724	40667	35923	1.13x
2725	40607	35924	1.13x
2726	40640	35892	1.13x
2727	53101	59091	0.90x
2728	79039	69097	1.14x
2729	40720	35967	1.13x
2730	40649	35955	1.13x
2731	40643	35906	1.13x
2732	40690	36524	1.11x
2733	40643	36417	1.12x
2734	40613	35969	1.13x
2735	40591	35958	1.13x
2736	40640	35973	1.13x
2737	40721	35904	1.13x
2738	40580	35863	1.13x
2739	40650	36058	1.13x
2740	40593	35911	1.13x
2741	40655	36469	1.11x
2742	40646	36427	1.12x
2743	40601	36474	1.11x
2744	40581	36486	1.11x
2745	40641	36448	1.12x
2746	40635	36484	1.11x
2747	50445	36001	1.40x
2748	40635	36471	1.11x
2749	40655	36505	1.11x
2750	40684	35893	1.13x
2751	40667	35853	1.13x
2752	40641	36498	1.11x
2753	40625	36529	1.11x
2754	40640	36485	1.11x
2755	40610	36450	1.11x
2756	40648	36431	1.12x
2757	40577	36434	1.11x
2758	40657	36503	1.11x
2759	40617	35855	1.13x
2760	40576	35914	1.13x
2761	40665	36549	1.11x
2762	40588	36486	1.11x
2763	40698	35911	1.13x
2764	40563	36495	1.11x
2765	40619	36425	1.12x
2766	40621	36465	1.11x
2767	40585	36463	1.11x
2768	40629	36441	1.11x
2769	40551	35866	1.13x
2770	40655	35892	1.13x
2771	40639	35896	1.13x
2772	40604	36475	1.11x
2773	40581	36557	1.11x
2774	40680	35914	1.13x
2775	40604	35862	1.13x
2776	40605	35859	1.13x
2777	40632	35908	1.13x
2778	40610	35901	1.13x
2779	40667	35978	1.13x
2780	40592	36410	1.11x
2781	40590	36528	1.11x
2782	40602	36414	1.12x
2783	40635	35952	1.13x
2784	40565	36455	1.11x
2785	40564	36507	1.11x
2786	40671	36492	1.11x
2787	40589	36490	1.11x
2788	40616	35857	1.13x
2789	40595	36475	1.11x
2790	40605	36467	1.11x
2791	40620	35910	1.13x
2792	40615	36503	1.11x
2793	40665	36465	1.12x
2794	40567	35887	1.13x
2795	40692	36482	1.12x
2796	41835	35972	1.16x
2797	40584	35950	1.13x
2798	40643	36505	1.11x
2799	40642	35930	1.13x
2800	40629	35935	1.13x
2801	40637	35909	1.13x
2802	40625	35931	1.13x
2803	40635	35922	1.13x
2804	40713	36427	1.12x
2805	40616	36519	1.11x
2806	40604	36493	1.11x
2807	40646	36491	1.11x
2808	40613	36495	1.11x
2809	40614	35938	1.13x
2810	40616	36437	1.11x
2811	40609	36528	1.11x
2812	40642	35867	1.13x
2813	40572	35975	1.13x
2814	40622	36450	1.11x
2815	40619	36401	1.12x
2816	40605	36522	1.11x
2817	40634	36468	1.11x
2818	40642	36513	1.11x
2819	40651	36448	1.12x
2820	40594	35921	1.13x
2821	40672	35811	1.14x
2822	40625	35864	1.13x
2823	40633	36487	1.11x
2824	40597	36475	1.11x
2825	40644	36503	1.11x
2826	40650	36484	1.11x
2827	40617	36479	1.11x
2828	40590	36434	1.11x
2829	40583	36530	1.11x
2830	40620	35812	1.13x
2831	40589	36513	1.11x
2832	40619	35828	1.13x
2833	40651	35912	1.13x
2834	40641	35839	1.13x
2835	53066	35977	1.47x
2836	40679	36489	1.11x
2837	40644	35923	1.13x
2838	40653	35872	1.13x
2839	40617	36435	1.11x
2840	40609	36467	1.11x
2841	40663	36499	1.11x
2842	40583	35938	1.13x
2843	40617	35882	1.13x
2844	45688	35934	1.27x
2845	40678	36551	1.11x
2846	40674	36524	1.11x
2847	40636	36460	1.11x
2848	40686	36427	1.12x
2849	40579	36530	1.11x
2850	40604	36521	1.11x
2851	40649	35883	1.13x
2852	40592	36503	1.11x
2853	40606	36482	1.11x
2854	40604	36555	1.11x
2855	40656	36422	1.12x
2856	40607	36508	1.11x
2857	40690	36463	1.12x
2858	40639	35926	1.13x
2859	40656	36486	1.11x
2860	40590	36536	1.11x
2861	40625	35838	1.13x
2862	40631	35934	1.13x
2863	40643	35881	1.13x
2864	40591	36540	1.11x
2865	66611	43873	1.52x
2866	60303	35884	1.68x
2867	40662	36460	1.12x
2868	40676	36549	1.11x
2869	40707	36463	1.12x
2870	40665	35844	1.13x
2871	40628	36487	1.11x
2872	40567	35822	1.13x
2873	40653	35921	1.13x
2874	40613	35806	1.13x
2875	40645	35955	1.13x
2876	40614	36443	1.11x
2877	40600	35975	1.13x
2878	40626	36009	1.13x
2879	40641	35908	1.13x
2880	40620	36486	1.11x
2881	40649	35928	1.13x
2882	40641	35853	1.13x
2883	40644	36450	1.12x
2884	40644	35929	1.13x
2885	40659	36424	1.12x
2886	40661	35845	1.13x
2887	40594	35891	1.13x
2888	40651	35946	1.13x
2889	40658	35930	1.13x
2890	40610	36395	1.12x
2891	40668	35822	1.14x
2892	40601	36025	1.13x
2893	40669	36503	1.11x
2894	40644	36486	1.11x
2895	40624	36563	1.11x
2896	40618	36437	1.11x
2897	40569	54960	0.74x
2898	49501	43611	1.14x
2899	49493	35415	1.40x
2900	39869	36028	1.11x
2901	39844	35971	1.11x
2902	39835	35341	1.13x
2903	39867	35338	1.13x
2904	39785	35326	1.13x
2905	39885	36038	1.11x
2906	39849	35342	1.13x
2907	39809	35373	1.13x
2908	39841	36009	1.11x
2909	39850	35396	1.13x
2910	39823	35374	1.13x
2911	39861	35977	1.11x
2912	39773	35994	1.10x
2913	39858	35925	1.11x
2914	39843	35967	1.11x
2915	39873	35910	1.11x
2916	39841	36008	1.11x
2917	39805	35401	1.12x
2918	39863	36029	1.11x
2919	39881	35949	1.11x
2920	39841	35344	1.13x
2921	39876	35311	1.13x
2922	39886	35426	1.13x
2923	39817	35368	1.13x
2924	39866	35996	1.11x
2925	39860	36008	1.11x
2926	39824	36036	1.11x
2927	39895	35996	1.11x
2928	39820	35985	1.11x
2929	39874	35956	1.11x
2930	39859	35994	1.11x
2931	39819	36003	1.11x
2932	39873	35987	1.11x
2933	39810	35381	1.13x
2934	39877	36078	1.11x
2935	39817	35347	1.13x
2936	39821	35973	1.11x
2937	39769	35963	1.11x
2938	39904	35365	1.13x
2939	39854	35320	1.13x
2940	39865	67102	0.59x
2941	58553	35930	1.63x
2942	40647	35929	1.13x
2943	40648	36505	1.11x
2944	40647	36562	1.11x
2945	40598	36516	1.11x
2946	40556	35930	1.13x
2947	40575	35917	1.13x
2948	40641	36458	1.11x
2949	40603	35885	1.13x
2950	40618	36552	1.11x
2951	40686	36496	1.11x
2952	40583	36550	1.11x
2953	40713	36456	1.12x
2954	40648	36504	1.11x
2955	40556	36485	1.11x
2956	40634	35932	1.13x
2957	40621	35904	1.13x
2958	40646	36509	1.11x
2959	40592	36438	1.11x
2960	40656	36520	1.11x
2961	40629	36479	1.11x
2962	40597	36485	1.11x
2963	40702	35908	1.13x
2964	40651	36552	1.11x
2965	40678	35833	1.14x
2966	40627	36419	1.12x
2967	40649	36473	1.11x
2968	40586	36520	1.11x
2969	40644	36378	1.12x
2970	40627	35883	1.13x
2971	40615	36450	1.11x
2972	40648	36513	1.11x
2973	40650	36446	1.12x
2974	40654	35826	1.13x
2975	40569	35911	1.13x
2976	40669	35907	1.13x
2977	61266	43645	1.40x
2978	59407	35910	1.65x
2979	40558	36449	1.11x
2980	40760	36449	1.12x
2981	40607	35850	1.13x
2982	40660	35865	1.13x
2983	40589	35927	1.13x
2984	40634	35887	1.13x
2985	40636	35868	1.13x
2986	40680	35887	1.13x
2987	40653	35873	1.13x
2988	44444	35908	1.24x
2989	40640	36472	1.11x
2990	40598	36566	1.11x
2991	40598	36523	1.11x
2992	40603	35974	1.13x
2993	40543	36534	1.11x
2994	40705	36490	1.12x
2995	40658	36471	1.11x
2996	40645	35852	1.13x
2997	40634	36471	1.11x
2998	40637	36551	1.11x
2999	40646	35830	1.13x
3000	40611	35883	1.13x
3001	40646	36505	1.11x
3002	40580	36592	1.11x
3003	40680	36486	1.11x
3004	40642	35911	1.13x
3005	40634	36439	1.12x
3006	40651	35956	1.13x
3007	40598	36456	1.11x
3008	40656	36497	1.11x
